subject,predicate,object,source,paper_id,chunk_id
LeafCutterMD,detects,outlier splicing,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208
increasing cluster sizes,represent,isoform complexity,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208
noise introns,impact,performance,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208
LeafCutterMD,is robust against,noise introns,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208
LeafCutter,experiences,degradation of performance,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208
LeafCutterMD,achieves,higher false-positive rate control,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0208
LeafCutterMD,detects,outlier splicing events,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209
standard LeafCutter,fails to detect,outlier splicing events,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209
splice donor of PEX1 exon 11,is weakened by,c.1899A>T variant,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209
c.1899A>T variant,causes,aberrant splicing of PEX1 exon 11,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209
aberrant splicing of PEX1 exon 11,leads to,out-of-frame transcript,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209
out-of-frame transcript,is a substrate of,nonsense-mediated decay,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0209
LeafCutterMD,identifies,outlier splicing event,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210
de novo intronic SNV (c.4026-9A>G) in EP300,is associated with,Rubinstein–Taybi syndrome,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210
SpliceAI,predicts,loss and gain of splice acceptors,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210
abnormal splicing,causes,frameshift in EP300 transcript,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210
de novo 4-bp intronic deletion in HNRNPU,is associated with,early infantile epileptic encephalopathy 54,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210
HNRNPU intronic deletion,causes,exon skipping in HNRNPU transcripts,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0210
HNRNPU,is associated with,autosomal dominant early infantile epileptic encephalopathy 54,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211
Blood RNA sequencing,detects,exon skipping,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211
LeafCutterMD,detects,abnormal splice event in HNRNPU,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211
LeafCutter,fails to detect,abnormal splice event in HNRNPU,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211
LeafCutterMD,uses,Dirichlet-Multinomial model,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211
RNA sequencing,is a diagnostic tool for,rare disease patients,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0211
aberrant splicing,is associated with,PEX1,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212
aberrant splicing,is associated with,EP300,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212
aberrant splicing,is associated with,HNRNPU,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212
LeafCutterMD,detects,splicing aberrations,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212
large clusters,occur in,genes of biological relevance,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212
LeafCutter,misses,splicing events detected by LeafCutterMD,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0212
ep300 mutations,causes,Rubinstein–Taybi syndrome,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213
RNA sequencing,enables,genetic diagnosis of Mendelian disorders,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213
LeafCutter,quantifies,RNA splicing,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213
deep learning,predicts,splicing from primary sequence,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213
whole-exome sequencing,diagnoses,Mendelian disorders,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213,LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020),LeafCutterMD- an algorithm for outlier splicing detection in rare diseases (2020)_chunk0213
mRNA chimeras,is associated with,tumor development,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214
long-read sequencing,identifies,chimeras,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214
mRNA chimeras,regulates,cell replication,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214
SLC45A3-ELK4 fusion transcript,is expressed in,prostate cancer,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214
EML4-ALK fusion gene,is associated with,non–small cell lung cancer,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214
TMPRSS-ERG fusion sequence,is expressed in,prostate cancer,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0214
SLC45A3-ELK4 mRNA,is expressed in,prostate cancer samples,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215
inversion within chromosome 2p,causes,EML4-ALK fusion gene,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215
MAML2-CRTC1/CRTC3 fusion,is associated with,mucoepidermoid carcinomas,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215
RAF pathway rearrangements,are associated with,prostate and gastric cancers,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215
AKAP9-BRAF fusion,is associated with,radiation-induced papillary carcinomas,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215
fusion of RET oncogene,is associated with,thyroid carcinoma,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0215
CYCLIN D1 mRNA,generates,CYCLIN D1TROP2 chimeras,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216
JAZF1JJAZ1 chimeric mRNA,is originated by,trans-splicing,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216
JAZF1JJAZ1 chimeric mRNA,is originated by,chromosomal translocation,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216
SLC45A3-ELK4 chimeric transcript,can be generated in,absence of chromosomal rearrangements,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216
chimeric transcripts,are used as,diagnostic markers,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216
chimeric transcripts,are targets for,anti-neoplastic therapy,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0216
long-read sequencing,identifies,chimeras,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217
mRNA chimeras,regulate,cell replication,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217
replication-controlling chimeras,are expressed in,"breast, ovary, colon, uterus, kidney, lung, and stomach cancers",Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217
Lipofectamine 2000,is used for,DNA transfection,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217
pEYFP transfection,quantifies,transfection efficiency,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0217
pEYFP transfection,quantifies,transfection efficiency,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218
flow cytometry,detects,EYFP expression,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218
non–small cell lung cancer libraries,are generated from,frozen tissue samples,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218
normal lung RNA,is obtained from,commercial suppliers,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218
ovarian cancer library A,comprises,64 ovarian tumors,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218
prostate cancer library,is constructed from,30 tumors,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0218
cDNA,is synthesized from,human primary tumors,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219
polymerase chain reaction,validates,chimera expression,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219
real-time reverse transcription PCR,validates,chimera expression,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219
μMACS mRNA isolation kits,is used to isolate,mRNA,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219
CloneMiner cDNA library construction kit,is used to construct,cDNA libraries,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219
pEYFP expression vector,is used to express,YFP,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0219
pEYFP expression vector,is used to express,YFP,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
pSUPER vector,is used for,RNA interference,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA design,uses,Tuschl criteria,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA design,uses,Invitrogen algorithms,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA design,uses,Whitehead Institute screening procedures,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA design,uses,Sonnhammer searches,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA expression constructs,are transfected in,MCF-7 breast cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA expression constructs,are transfected in,HBL-100 breast cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA expression constructs,are transfected in,SK-OV-3 ovarian cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA expression constructs,are transfected in,IGROV-1 ovarian cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA expression constructs,are transfected in,OVCAR-3 ovarian cancer cells,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
siRNA-targeted transcript levels,are quantified by,real-time PCR,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
M-MLV Reverse Transcriptase,is used for,reverse transcription,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
Quantitative RT-PCR,detects,hybrid sequences,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
CHD2-CHMP1A fusion,is detected by,PrimeTime IDT,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220,Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012),Long-range Transcriptome Sequencing Reveals Cancer Cell Growth Regulatory Chimeric mRNA (2012)_chunk0220
